"title","is_cancer"
"Temozolomide chemotherapy versus radiotherapy in high-risk low-grade glioma (EORTC 22033-26033): a randomised, open-label, phase 3 intergroup study.",true
"Health-related quality of life in patients with high-risk low-grade glioma (EORTC 22033-26033): a randomised, open-label, phase 3 intergroup study.",true
"Accurately Measuring Hospital Venous Thromboembolism Prevention Efforts.",true
"Quality of life with Brain Symptom and Impact Questionnaire in patients with brain metastases.",true
"Methane-make it or break it.",true
"Characterization of Kidney and Skeleton Phenotypes of Mice Double Heterozygous for Foxc1 and Foxc2.",true
"In Vitro Antioxidant, Anti-Diabetes, Anti-Dementia, and Inflammation Inhibitory Effect of Trametes pubescens Fruiting Body Extracts.",true
"Near-atomic resolution visualization of human transcription promoter opening.",true
"The Society of Thoracic Surgeons Lung Cancer Resection Risk Model: Higher Quality Data and Superior Outcomes.",true
"Patient-derived tumor models for diffuse intrinsic pontine gliomas.",true
"Taxonomy of the order Mononegavirales: update 2016.",false
"Constitutive Expression of a Dominant Negative TGF-beta Type II Receptor in the Posterior Left Atrium Leads to Beneficial Remodeling of Atrial Fibrillation Substrate.",true
"Apparent Diffusion Coefficient and Dynamic Contrast-Enhanced Magnetic Resonance Imaging in Pancreatic Cancer: Characteristics and Correlation With Histopathologic Parameters.",true
"The Intersection of GERD, Aspiration, and Lung Transplantation.",true
"Crystal structures of the SpoIID lytic transglycosylases essential for bacterial sporulation.",true
"A new method for quantifying mitochondrial axonal transport.",true
"Issues in Breast Cancer Survivorship: Optimal Care, Bone Health, and Lifestyle Modifications.",true
"Meta-analysis of Intravenous Tranexamic Acid in Primary Total Hip Arthroplasty.",true
"Biliary Tract Cancer: Epidemiology, Radiotherapy, and Molecular Profiling.",true
"Predictors of Major Morbidity or Mortality After Resection for Esophageal Cancer: A Society of Thoracic Surgeons General Thoracic Surgery Database Risk Adjustment Model.",true
"Num1 anchors mitochondria to the plasma membrane via two domains with different lipid binding specificities.",true
"Active Surveillance of Prostate Cancer: Use, Outcomes, Imaging, and Diagnostic Tools.",true
"Radiation dosimetry of Ga-PSMA-11 (HBED-CC) and preliminary evaluation of optimal imaging timing.",true
"Urinary Tract Infections in Older Men.",true
"Patterns and predictors of clustered risky health behaviors among adult survivors of childhood cancer: A report from the Childhood Cancer Survivor Study.",true
"Epigenetic balance of gene expression by Polycomb and COMPASS families.",true
"Electrostatic control of isoform selective inhibitor binding in nitric oxide synthase.",true
"Association Between Time-to-Rehabilitation and Outcomes Following Traumatic Spinal Cord Injury.",true
"Study of the Atopic March: Development of Atopic Comorbidities.",true
"Nonclassical MHC Ib-restricted CD8+ T Cells Recognize Mycobacterium tuberculosis-Derived Protein Antigens and Contribute to Protection Against Infection.",true
"Quality of life in patients with advanced renal cell carcinoma given nivolumab versus everolimus in CheckMate 025: a randomised, open-label, phase 3 trial.",true
"From sedentary to active: Shifting the movement paradigm in workplaces.",true
"An efficient method for the synthesis of pyranoid glycals.",true
"Reduction of contamination of epithelial cultures by fibroblasts.",true
"Isolation and culture of mouse keratinocytes.",true
"Olaratumab and doxorubicin versus doxorubicin alone for treatment of soft-tissue sarcoma: an open-label phase 1b and randomised phase 2 trial.",true
"Evaluation of the Anti-inflammatory Effects of Volatile Oils from Processed Products of Angelica sinensis radix by GC-MS-Based Metabolomics.",true
"An assay for 26S proteasome activity based on fluorescence anisotropy measurements of dye-labeled protein substrates.",true
"Evaluation of hospitals participating in the American College of Surgeons National Surgical Quality Improvement Program.",true
"Allosteric modulation of N-methyl-D-aspartate receptors.",true
"Wheelchair Skills Capacity and Performance of Manual Wheelchair Users with Spinal Cord Injury.",true
"Same-day Y radioembolization: implementing a new treatment paradigm.",true
"Evaluation of dermoscopic features for distinguishing melanoma from special site nevi of the breast.",true
"Aminoglycoside resistance of Pseudomonas aeruginosa in cystic fibrosis results from convergent evolution in the mexZ gene.",true
"Enhancement Threshold of Small (< 4 cm) Solid Renal Masses on CT.",true
"Identification of the best complete blood count-based predictors for bladder cancer outcomes in patients undergoing radical cystectomy.",true
"Testicular germ cell tumours.",true
"Targeting Angiogenesis in Colorectal Cancer: Tyrosine Kinase Inhibitors.",true
"Mutagenesis of Paramyxovirus Hemagglutinin-Neuraminidase Membrane Proximal Stalk Region Influences Stability, Receptor Binding and Neuraminidase Activity.",true
"Attending Physician Adherence to a 29-Component Central Venous Catheter Bundle Checklist During Simulated Procedures.",true
"Northwestern University pilot urology residency curriculum: impact of flexible training and residency electives on educational outcomes.",true
"Mutation Is a Sufficient and Robust Predictor of Genetic Variation for Mitotic Spindle Traits in Caenorhabditis elegans.",true
"Measuring Environmental Factors: Unique and Overlapping ICF Coverage of Five Instruments.",true
"Urinary shedding of leptospires and presence of Leptospira antibodies in healthy dogs from Upper Bavaria.",true
"Sex Differences in Cardiometabolic Risk Factors among Hispanic/Latino Youth.",true
"Primary Spontaneous Pneumothorax in Menstruating Women Has High Recurrence.",true
"Testosterone Treatment and Sexual Function in Older Men with Low Testosterone Levels.",true
"Randomized phase 3 study in low-grade lymphoma comparing maintenance anti-CD20 antibody with observation after induction therapy: A trial of the ECOG-ACRIN Cancer Research Group (E1496).",true
"Prospective changes in global DNA methylation and cancer incidence and mortality.",true
"Non-canonical Myo9b-RhoGAP accelerates RhoA GTP hydrolysis by a dual-arginine-finger mechanism.",true
"Nuclear size measurement for distinguishing urothelial carcinomas from reactive urothelium on tissue sections.",true
"Early Detection of New Melanomas by Patients With Melanoma and Their Partners Using a Structured Skin Self-examination Skills Training Intervention: A Randomized Clinical Trial.",true
"Epiproteomics: quantitative analysis of histone marks and codes by mass spectrometry.",true
"Cell division: A sticky problem for chromosomes.",true
"Vaginal Cytology Results in Follow-up of Endometrial Carcinoma After Hysterectomy.",true
"Erythropoietin-regulated oxidative stress negatively affects enucleation during terminal erythropoiesis.",true
"Measuring quality of life in palliative care.",true
"[Preparation of Baicalein Liposome-Lyophilized Powder and Its Pharmacokinetics Study].",true
"Modern mass spectrometry for synthetic biology and structure-based discovery of natural products.",true
"A Multi-institutional Comparison of Perioperative Outcomes of Robotic and Open Pancreaticoduodenectomy.",true
"Perioperative chemotherapy is associated with a survival advantage in early stage adenocarcinoma of the pancreatic head.",true
"Transcription factors dynamically control the spatial organization of the yeast genome.",true
"Metabolic regulation of stem cell function in tissue homeostasis and organismal ageing.",true
"Fundamentals of cancer metabolism.",true
"Atypical Spitzoid Neoplasms in Childhood: A Molecular and Outcome Study.",true
"An Item Bank to Measure Systems, Services, and Policies: Environmental Factors Affecting People with Disabilities.",true
"Targeted PET imaging for prostate-specific membrane antigen in prostate cancer.",true
"Post-Transcriptional Regulation of KLF4 by High-Risk Human Papillomaviruses Is Necessary for the Differentiation-Dependent Viral Life Cycle.",true
"Efficacy and safety of crisaborole ointment, a novel, nonsteroidal phosphodiesterase 4 (PDE4) inhibitor for the topical treatment of atopic dermatitis (AD) in children and adults.",true
"A pilot study combining Go4Life(R) materials with an interactive voice response system to promote physical activity in older women.",true
"Characteristics and Outcomes of Older Adults with Long-standing Versus Late-Onset Asthma.",true
"HKDC1 is a novel hexokinase involved in whole body glucose utilization.",true
"4-D intravital microscopy reveals strain-dependent differences for the roles of PECAM and CD99 in leukocyte diapedesis.",true
"The influence of theory and practice on perceptions about caring for ill older people - A literature review.",true
"Functional Maturation of Induced Pluripotent Stem Cell Hepatocytes in Extracellular Matrix-A Comparative Analysis of Bioartificial Liver Microenvironments.",true
"Cancer experiences and health-related quality of life among racial and ethnic minority survivors of young adult cancer: a mixed methods study.",true
"A 3'UTR polymorphism marks differential KLRG1 mRNA levels through disruption of a miR-584-5p binding site and associates with pemphigus foliaceus susceptibility.",true
"Molecular identification of Mycobacterium bovis from cattle and human host in Mali: expanded genetic diversity.",true
"Evaluation of the ProPublica Surgeon Scorecard ""Adjusted Complication Rate"" Measure Specifications.",true
"Hostility and quality of life among Hispanics/Latinos in the HCHS/SOL Sociocultural Ancillary Study.",true
"Detecting Dysglycemia Using the 2015 United States Preventive Services Task Force Screening Criteria: A Cohort Analysis of Community Health Center Patients.",true
"The Genetic Basis of Natural Variation in Caenorhabditis elegans Telomere Length.",true
"Redox control of Cas phosphorylation requires Abl kinase in regulation of intestinal epithelial cell spreading and migration.",true
"A Model of Tailoring Effects: A Randomized Controlled Trial Examining the Mechanisms of Tailoring in a Web-Based STD Screening Intervention.",true
"Association of Epithelial-Mesenchymal-Transition and Nuclear Cofilin with Advanced Urothelial Cancer.",true
"APOE epsilon4 allele modifies the association of lead exposure with age-related cognitive decline in older individuals.",true
"An efficacy trial of an electronic health record-based strategy to inform patients on safe medication use: The role of written and spoken communication.",true
"Butyrate inhibits interleukin-17 and generates Tregs to ameliorate colorectal colitis in rats.",true
"Weighing the value of completion nodal dissection for melanoma.",true
"Selection on a Subunit of the NURF Chromatin Remodeler Modifies Life History Traits in a Domesticated Strain of Caenorhabditis elegans.",true
"Sole rearrangement but not amplification of MYC is associated with a poor prognosis in patients with diffuse large B cell lymphoma and B cell lymphoma unclassifiable.",true
"In vitro Reconstruction of Nonribosomal Peptide Biosynthesis Directly from DNA Using Cell-Free Protein Synthesis.",true
"Emerging concepts of epigenetic dysregulation in hematological malignancies.",true
"JAMA PATIENT PAGE. Testicular Mass.",true
"Tumor-derived vaccines containing CD200 inhibit immune activation: implications for immunotherapy.",true
"Flexibility of the head-stalk linker domain of paramyxovirus HN glycoprotein is essential for triggering virus fusion.",true
"Deletion of calponin 2 in macrophages attenuates the severity of inflammatory arthritis in mice.",true
"Current Guidelines for the Diagnosis and Management of Hepatocellular Carcinoma: A Comparative Review.",true
"Ovarian Tissue Transport for Fertility Preservation: from Animals to Human.",true
"A Longitudinal Relationship Between Depressive Symptoms and Development of Metabolic Syndrome: The Coronary Artery Risk Development in Young Adults Study.",true
"Advanced age negatively impacts survival in an experimental brain tumor model.",true
"The safety assessment measure for persons with traumatic brain injury: Item pool development and content validity.",true
"HIV-1-Specific Antibody Response and Function after DNA Prime and Recombinant Adenovirus 5 Boost HIV Vaccine in HIV-Infected Subjects.",true
"Persistent nuclear actin filaments inhibit transcription by RNA polymerase II.",true
"Assessing cardiac and liver iron overload in chronically transfused patients with sickle cell disease.",true
"Changes in Clinical Context for Kaposi's Sarcoma and Non-Hodgkin Lymphoma Among People With HIV Infection in the United States.",true
"Receipt of vaginal brachytherapy is associated with improved survival in women with stage I endometrioid adenocarcinoma of the uterus: A National Cancer Data Base study.",true
"Fifteen-year experience with renal cell carcinoma with associated venous tumor thrombus.",true
"Clinical-pathological features and treatment modalities associated with recurrence in DCIS and micro-invasive carcinoma: Who to treat more and who to treat less.",true
"Itch in the General Internal Medicine Setting: A Cross-Sectional Study of Prevalence and Quality-of-Life Effects.",true
"Cardiovascular Health Promotion in Children: Challenges and Opportunities for 2020 and Beyond: A Scientific Statement From the American Heart Association.",true
"The AIM2 inflammasome is a central regulator of intestinal homeostasis through the IL-18/IL-22/STAT3 pathway.",true
"Design Considerations for RNA Spherical Nucleic Acids (SNAs).",true
"LIPOPOLYSACCHARIDE DOMAINS MODULATE UROVIRULENCE.",true
"Animal models of scleroderma: recent progress.",true
"Stool microbiome reveals diverse bacterial ureases as confounders of oral urea breath testing for Helicobacter pylori and Mycobacterium tuberculosis in Bamako, Mali.",true
"Sedentary Behavior and Cardiovascular Morbidity and Mortality: A Science Advisory From the American Heart Association.",true
"CCL2 produced by the glioma microenvironment is essential for the recruitment of regulatory T cells and myeloid-derived suppressor cells.",true
"Research Techniques Made Simple: The Application of CRISPR-Cas9 and Genome Editing in Investigative Dermatology.",true
"Gd(III)-Gold Nanoconjugates Provide Remarkable Cell Labeling for High Field MR Imaging.",true
"Oncofertility considerations in adolescents and young adults given a diagnosis of melanoma: Fertility risk of Food and Drug Administration-approved systemic therapies.",true
"Pregnancy with chronic kidney disease: maternal and fetal outcome.",true
"Epigenetic contribution of the myosin light chain kinase gene to the risk for acute respiratory distress syndrome.",true
"Cardiomyocyte-Specific Ablation of Med1 Subunit of the Mediator Complex Causes Lethal Dilated Cardiomyopathy in Mice.",true
"CD8+ Mycosis Fungoides Clinically Masquerading as Alopecia Areata.",true
"Reactive Oxygen Species Regulate T Cell Immune Response in the Tumor Microenvironment.",true
"Cell-Free Mixing of Escherichia coli Crude Extracts to Prototype and Rationally Engineer High-Titer Mevalonate Synthesis.",true
"Transcriptome Profiling of Patient-Specific Human iPSC-Cardiomyocytes Predicts Individual Drug Safety and Efficacy Responses In Vitro.",true
"The Greater Genomic Landscape: The Heterogeneous Evolution of Cancer.",true
"Determining If Sex Bias Exists in Human Surgical Clinical Research.",true
"An IL-17-dominant immune profile is shared across the major orphan forms of ichthyosis.",true
"The inflammatory role of phagocyte apoptotic pathways in rheumatic diseases.",true
"Added Sugars and Cardiovascular Disease Risk in Children: A Scientific Statement From the American Heart Association.",true
"Pathways linking health literacy, health beliefs, and cognition to medication adherence in older adults with asthma.",true
"Crossover-site sequence and DNA torsional stress control strand interchanges by the Bxb1 site-specific serine recombinase.",true
"Nationwide Assessment of Trends in Choledocholithiasis Management in the United States From 1998 to 2013.",true
"A PROMIS Measure of Neuropathic Pain Quality.",true
"Telomere Length: The Intersection of Sociology, Molecular Biology, and Human Disease.",true
"The Utility of Unilobar Technetium-99m Macroaggregated Albumin to Predict Pulmonary Toxicity In Bilobar Hepatocellular Carcinoma prior to Yttrium-90 Radioembolization.",true
"Yttrium-90 Radioembolization for Breast Cancer Liver Metastases.",true
"Transendothelial migration: unifying principles from the endothelial perspective.",true
"Disease characteristics and prognosis of myelodysplastic syndrome presenting with isolated thrombocytopenia.",true
"Validation of international classification of disease codes for the epidemiological study of dermatomyositis.",true
"Visceral motor neuron diversity delineates a cellular basis for nipple- and pilo-erection muscle control.",true
"Y90 Radioembolization Significantly Prolongs Time to Progression Compared With Chemoembolization in Patients With Hepatocellular Carcinoma.",true
"Impact of pruritus on quality of life: A systematic review.",true
"Refinement of the Lugano classification response criteria for lymphoma in the era of immunomodulatory therapy.",true
"Antibody-Mediated Internalization of Infectious HIV-1 Virions Differs among Antibody Isotypes and Subclasses.",true
"Chromatin condensation during terminal erythropoiesis.",true
"Calcium and Parkinson's disease.",true
"Patient characteristics associated with undergoing cancer operations at low-volume hospitals.",true
"Foxc1 ablated mice are anhidrotic and recapitulate features of human miliaria sweat retention disorder.",true
"Diet Quality and Its Association with Cardiometabolic Risk Factors Vary by Hispanic and Latino Ethnic Background in the Hispanic Community Health Study/Study of Latinos.",true
"Childhood Trauma and Adult Risk Factors and Disease in Hispanics/Latinos in the US: Results From the Hispanic Community Health Study/Study of Latinos (HCHS/SOL) Sociocultural Ancillary Study.",true
"Targeting Bacterial Nitric Oxide Synthase with Aminoquinoline-based Inhibitors.",true
"Spontaneous involution of pediatric low-grade gliomas: high expression of cannabinoid receptor 1 (CNR1) at the time of diagnosis may indicate involvement of the endocannabinoid system.",true
"Validating the pharmacogenomics of chemotherapy-induced cardiotoxicity: What is missing?",true
"Public Health Impact and Economic Costs of Volkswagen's Lack of Compliance with the United States' Emission Standards.",true
"PD-1 Blockade in Hodgkin's Lymphoma: learning new tricks from an old teacher.",true
"Liquid Medication Errors and Dosing Tools: A Randomized Controlled Experiment.",true
"A BMT CTN phase II trial of unrelated donor marrow transplantation for children with severe sickle cell disease.",true
"Enhanced Survival with Implantable Scaffolds That Capture Metastatic Breast Cancer Cells In Vivo.",true
"Incentive and Reminder Strategies to Improve Response Rate for Internet-Based Physician Surveys: A Randomized Experiment.",true
"Lifestyle Intervention Effects on the Frequency and Duration of Daily Moderate-Vigorous Physical Activity and Leisure Screen Time.",true
"Cutaneous Vasculopathy as an Adverse Effect of the Anti-Vascular Endothelial Growth Factor Agent Axitinib.",true
"Treatment of in-transit melanoma with intralesional bacillus Calmette-Guerin (BCG) and topical imiquimod 5% cream: a report of 3 cases.",true
"The ""Seven Pillars"" Response to Patient Safety Incidents: Effects on Medical Liability Processes and Outcomes.",true
"ED opioid prescribing is not associated with higher patient satisfaction scores.",true
"A novel ATAC-seq approach reveals lineage-specific reinforcement of the open chromatin landscape via cooperation between BAF and p63.",true
"Clinical outcomes in metastatic uveal melanoma treated with PD-1 and PD-L1 antibodies.",true
"PD-1/PD-L1 blockade in renal cell cancer.",true
"Sequential administration of nivolumab and ipilimumab with a planned switch in patients with advanced melanoma (CheckMate 064): an open-label, randomised, phase 2 trial.",true
"Genomic and Transcriptomic Features of Response to Anti-PD-1 Therapy in Metastatic Melanoma.",true
"Myelodysplastic Syndrome Revealed by Systems Immunology in a Melanoma Patient Undergoing Anti-PD-1 Therapy.",true
"Melanoma-specific MHC-II expression represents a tumour-autonomous phenotype and predicts response to anti-PD-1/PD-L1 therapy.",true
"Overall Survival and Durable Responses in Patients With BRAF V600-Mutant Metastatic Melanoma Receiving Dabrafenib Combined With Trametinib.",true
"Atezolizumab, an Anti-Programmed Death-Ligand 1 Antibody, in Metastatic Renal Cell Carcinoma: Long-Term Safety, Clinical Activity, and Immune Correlates From a Phase Ia Study.",true
"Molecular Targeted Therapy Approaches for BRAF Wild-Type Melanoma.",true
"Connecting the Dots: Therapy-Induced Senescence and a Tumor-Suppressive Immune Microenvironment.",true
"Combination Immunotherapy: An Emerging Paradigm in Cancer Therapeutics.",true
"Ipilimumab Therapy in Patients With Advanced Melanoma and Preexisting Autoimmune Disorders.",true
"Acquired BRAF inhibitor resistance: A multicenter meta-analysis of the spectrum and frequencies, clinical behaviour, and phenotypic associations of resistance mechanisms.",true
"Nivolumab versus Everolimus in Advanced Renal-Cell Carcinoma.",true
"Antigen negative red blood cell inventory of Indian blood donors.",true
"Examining the Relationship between Pre-Malignant Breast Lesions, Carcinogenesis and Tumor Evolution in the Mammary Epithelium Using an Agent-Based Model.",true
"Partial matching of blood group antigens to reduce alloimmunization in Western India.",true
"The Breast-Thyroid Cancer Link: A Systematic Review and Meta-analysis.",true
"Physical activity, sedentary behavior, and vitamin D metabolites.",true
"Underlying reasons and timing associated with readmission following plastic surgery: Analysis of a national surgical database.",true
"Humoral Human Lung Allograft Rejection by Tissue-Restricted Non-HLA Antibodies.",true
"Toward a Shared Vision for Cancer Genomic Data.",true
"Zinc Availability During Germline Development Impacts Embryo Viability in Caenorhabditis elegans.",true
"Evaluation of the Cost of Comprehensive Outpatient Therapies in Patients with Malignant Brain Tumors.",true
"Lrp5/beta-catenin Signaling Controls Lung Macrophage Differentiation and Inhibits Resolution of Fibrosis.",true
"Development and Evaluation of the American College of Surgeons NSQIP Pediatric Surgical Risk Calculator.",true
"Safety and outcomes of preoperative embolization of intracranial hemangioblastomas: A systematic review.",true
"REVEL: an Ensemble Method for Predicting the Pathogenicity of Rare Missense Variants.",true
"Crystal structure of non-phosphorylated receiver domain of the stress response regulator RcsB from Escherichia coli.",true
"Early-onset pediatric atopic dermatitis is TH2 but also TH17 polarized in skin.",true
"Regulation of the IL-10-driven macrophage phenotype under incoherent stimuli.",true
"HIF-2alpha in Resting Macrophages Tempers Mitochondrial Reactive Oxygen Species To Selectively Repress MARCO-Dependent Phagocytosis.",true
"Stimuli-responsive magnetic nanomicelles as multifunctional heat and cargo delivery vehicles.",true
"The effect of ligands on FePt-Fe3O4 core-shell magnetic nanoparticles.",true
"E2F coregulates an essential HSF developmental program that is distinct from the heat-shock response.",true
"Genome-wide associations for birth weight and correlations with adult disease.",true
"mRECIST response combined with sorafenib-related adverse events is superior to either criterion alone in predicting survival in HCC patients treated with TACE plus sorafenib.",true
"Gastric Cancer, Version 3.2016, NCCN Clinical Practice Guidelines in Oncology.",true
"Responsiveness of 8 Patient-Reported Outcomes Measurement Information System (PROMIS) measures in a large, community-based cancer study cohort.",true
"High Body Mass Index in Elderly Patients With DLBCL Treated With Rituximab-Containing Therapy Compensates for Negative Impact of Male Sex.",true
"The test of functional health literacy in adults: a new instrument for measuring patients' literacy skills.",true
"Effects of a Patient-Provider, Collaborative, Medication-Planning Tool: A Randomized, Controlled Trial.",true
"Development and validation of a noninvasive 2-gene molecular assay for cutaneous melanoma.",true
"Norovirus infection in solid organ transplant recipients: a single-center retrospective study.",true
"NCCN Guidelines Insights: Bladder Cancer, Version 2.2016.",true
"An Outcome-Weighted Network Model for Characterizing Collaboration.",true
"Targeting the Sympathetic Chain for Primary Hyperhidrosis: An Evidence-Based Review.",true
"Practice Patterns in the Diagnosis and Treatment of Polycythemia Vera in the Post-JAK2 V617F Discovery Era.",true
"CeNDR, the Caenorhabditis elegans natural diversity resource.",true
"The usage of biological DMARDs and clinical remission of rheumatoid arthritis in China: a real-world large scale study.",true
"Comparison of Confocal and Super-Resolution Reflectance Imaging of Metal Oxide Nanoparticles.",true
"Recruitment programs: The National High School Institute.",true
"Detection and Characterization of Circulating Tumor Associated Cells in Metastatic Breast Cancer.",true
"Measuring financial toxicity as a clinically relevant patient-reported outcome: The validation of the COmprehensive Score for financial Toxicity.",true
"N-formylmethionyl-tRNA of wheat chloroplasts. Its synthesis by a wheat transformylase.",true
"An antigen-encapsulating nanoparticle platform for TH1/17 immune tolerance therapy.",true
"Ganglioside GM3 mediates glucose-induced suppression of IGF-1 receptor-Rac1 activation to inhibit keratinocyte motility.",true
"Adenovirus.",true
"Blood in the Urine (Hematuria).",true
"Psoriasis and Cardiometabolic Disease: A Brief, Focused, Educational Intervention on Cardiometabolic Risks.",true
"Embolotherapy for Neuroendocrine Tumor Liver Metastases: Prognostic Factors for Hepatic Progression-Free Survival and Overall Survival.",true
"Universal Biotin-PEG-Linked Gold Nanoparticle Probes for the Simultaneous Detection of Nucleic Acids and Proteins.",true
"Prostate Health Index (phi) Improves Multivariable Risk Prediction of Aggressive Prostate Cancer.",true
"The TAR-RNA binding protein is required for immunoresponces triggered by Cardiovirus infection.",true
"Regulation of transcriptional elongation in pluripotency and cell differentiation by the PHD-finger protein Phf5a.",true
"Development and validation of a 24-gene predictor of response to postoperative radiotherapy in prostate cancer: a matched, retrospective analysis.",true
"Multiple enhancer domains in the 3' terminus of the Prague strain of Rous sarcoma virus.",true
"Primary Cutaneous Mammary Analog Secretory Carcinoma With ETV6-NTRK3 Translocation.",true
"BRAF Exon 15 Mutations in Pediatric Renal Stromal Tumors: Prevalence in Metanephric Stromal Tumors.",true
"Biocatalysts for methane conversion: big progress on breaking a small substrate.",true
"Assessment of CD37 B-cell antigen and cell-of-origin significantly improves risk prediction in diffuse large B-cell lymphoma.",true
"Analytical and biological variability in biomarker measurement in the Hispanic Community Health Study/Study of Latinos.",true
"Relationships between Poly(ethylene glycol) Modifications on RNA-Spherical Nucleic Acid Conjugates and Cellular Uptake and Circulation Time.",true
"A case of pembrolizumab-induced type-1 diabetes mellitus and discussion of immune checkpoint inhibitor-induced type 1 diabetes.",true
"Survival after pelvic exenteration for uterine malignancy: A National Cancer Data Base study.",true
"Six3 dosage mediates the pathogenesis of holoprosencephaly.",true
"De-differentiation of glioma cells to glioma stem-like cells by therapeutic stress-induced HIF signaling in the recurrent GBM model.",true
"Allogeneic bone marrow transplantation for primary myelofibrosis.",true
"Nerve growth factor stimulates development of substance P in the embryonic spinal cord.",true
"Increasing Comorbidities Suggest that Atopic Dermatitis Is a Systemic Disorder.",true
"A Phase II Study of Tivozanib in Patients with Metastatic and Nonresectable Soft-Tissue Sarcomas.",true
"A Comparison of Morphologic and Molecular Features of BRAF, ALK, and NTRK1 Fusion Spitzoid Neoplasms.",true
"PIM1 kinase inhibition as a targeted therapy against triple-negative breast tumors with elevated MYC expression.",true
"Deregulation of DUX4 and ERG in acute lymphoblastic leukemia.",true
"Survival of women with Mullerian adenosarcoma: A National Cancer Data Base study.",true
"Regulation of substance P in adult rat sympathetic ganglia.",true
"Regulation of mast cell histamine release by neurotensin.",true
"Insight into the 3D structure and substrate specificity of previously uncharacterized GNAT superfamily acetyltransferases from pathogenic bacteria.",true
"Optical Detection of Early Damage in Retinal Ganglion Cells in a Mouse Model of Partial Optic Nerve Crush Injury.",true
"Foxc2CreERT2 knock-in mice mark stage-specific Foxc2-expressing cells during mouse organogenesis.",true
"Associations Between Fetal Imprinted Genes and Maternal Blood Pressure in Pregnancy.",true
"Mechanisms of carcinogenesis and clinical features of asbestos-associated cancers.",true
"Brain Connectivity Predicts Placebo Response across Chronic Pain Clinical Trials.",true
"Concerted Action of PGC-1-related Coactivator (PRC) and c-MYC in the Stress Response to Mitochondrial Dysfunction.",true
"Recommended Dietary Pattern to Achieve Adherence to the American Heart Association/American College of Cardiology (AHA/ACC) Guidelines: A Scientific Statement From the American Heart Association.",true
"The outcome of ELISA for antiphosphatidylethanolamine antibodies is dependent on the composition of phosphatidylethanolamine.",true
"The role of gigaxonin in the degradation of the glial-specific intermediate filament protein GFAP.",true
"PINK1 and Parkin are genetic modifiers for FUS-induced neurodegeneration.",true
"NCCN Guidelines Insights: Older Adult Oncology, Version 2.2016.",true
"Sex Differences in Associations of Adiposity Measures and Insulin Resistance in US Hispanic/Latino Youth: The Hispanic Community Children's Health Study/Study of Latino Youth (SOL Youth).",true
"High-Risk of Adverse Pathologic Features in Patients With Clinical T1 High-Grade Bladder Cancer Undergoing Radical Cystectomy.",true
"Physical mapping of adeno-associated virus serotype 4 DNA.",true
"Food effect on pharmacokinetic parameters of ABX464 administered orally: a randomized trial in healthy male subjects.",true
"The New CMS Hospital Quality Star Ratings: The Stars Are Not Aligned.",true
"Fulminant Myocarditis with Combination Immune Checkpoint Blockade.",true
"Influenza B virus genome: sequences and structural organization of RNA segment 8 and the mRNAs coding for the NS1 and NS2 proteins.",true
"Solitary cutaneous myofibromas in adults: report of six cases and discussion of differential diagnosis.",true
"Consensus Statement of Society of Abdominal Radiology Disease-Focused Panel on Barium Esophagography in Gastroesophageal Reflux Disease.",true
"Final Results of a Randomized Phase 2 Trial Investigating the Addition of Cetuximab to Induction Chemotherapy and Accelerated or Hyperfractionated Chemoradiation for Locoregionally Advanced Head and Neck Cancer.",true
"Comprehensive genetic testing identifies targetable genomic alterations in most patients with non-small cell lung cancer, specifically adenocarcinoma, single institute investigation.",true
"HER2 Testing and Clinical Decision Making in Gastroesophageal Adenocarcinoma: Guideline From the College of American Pathologists, American Society for Clinical Pathology, and American Society of Clinical Oncology.",true
"Quality of life outcomes: measurement and validation.",true
"Gender as a risk factor for adverse intraoperative and postoperative outcomes of elective pancreatectomy.",true
"Ischemic tissue oxygen capacitance after hyperbaric oxygen therapy: a new physiologic concept.",true
"The Validity and Reliability of the Korean Version of the Stigma Scale for Chronic Illness 8-Items (SSCI-8) in Patients with Neurological Disorders.",true
"Responding to the quality imperative to embed mental health care into ambulatory oncology.",true
"Using capillary electrophoresis to follow the acetylation of the amino groups of insulin and to estimate their basicities.",true
"Beneficial Effects of Myo-Inositol Oxygenase Deficiency in Cisplatin-Induced AKI.",true
"TGF-beta Promotes de novo Serine Synthesis for Collagen Production.",true
"Number and organization of collagen genes in Caenorhabditis elegans.",true
"On colchicine toxicity.",true
"Long-term outdoor air pollution and DNA methylation in circulating monocytes: results from the Multi-Ethnic Study of Atherosclerosis (MESA).",true
"Synuclein-gamma (SNCG) expression in ovarian cancer is associated with high-risk clinicopathologic disease.",true
"The Impact of High-resolution HLA-A, HLA-B, HLA-C, and HLA-DRB1 on Transplant-related Outcomes in Single-unit Umbilical Cord Blood Transplantation in Pediatric Patients.",true
"Genotyping of German and Austrian Taylorella equigenitalis isolates using repetitive extragenic palindromic (REP) PCR and pulsed-field gel electrophoresis (PFGE).",true
"Health-related quality of life and adherence to hydroxyurea in adolescents and young adults with sickle cell disease.",true
"An evaluation of health-related quality of life in patients with systemic lupus erythematosus using PROMIS and Neuro-QoL.",true
"Predictors of fatigue and poor sleep in adult survivors of childhood Hodgkin's lymphoma: a report from the Childhood Cancer Survivor Study.",true
"AAPT Diagnostic Criteria for Chronic Cancer Pain Conditions.",true
